id,title,contents,category
NEWS_00556,Madeleine Albright Congratulates Jen Welter On Becoming First Female NFL Coach authors,They both know what it's like to be first.,3
NEWS_00557,Day 15: China totals 31 after volleyball gold,"Zhang Yuehong #39;s winner spike capped China #39;s brilliant comeback in the women #39;s volleyball final on Saturday, winning the country #39;s first Olympic volleyball gold medal in 20 years.",3
NEWS_00558,White House Plans To Replace Rex Tillerson With Mike Pompeo authors,Pompeo has long been considered a replacement for Tillerson.,2
NEWS_00559,The Solar System's Deflector Shield is Up,"A breeze of interstellar helium atoms is blowing through the solar system. Thankfully, we have our shields up! The solar system's deflector shield is a giant magnetic bubble called ""the heliosphere."" It's part of the sun's magnetic field.",4
NEWS_00560,Marco Rubio Slams Obama's New Carbon Rules authors,It will make the cost of electricity higher for millions of Americans.,2
NEWS_00561,UN: Sudan has failed to rein in Janjaweed,"New York - Sudan #39;s government has not stopped attacks on  quot;terrorised and traumatised quot; civilians in the Darfur region, United Nations secretary-general Kofi Annan has said.",5
NEWS_00562,Conservatives To White Working Class,//www.huffingtonpost.comhttp,2
NEWS_00563,Spanish PM Wants to Testify at Train Bombs Probe,MADRID (Reuters) - Spanish Prime Minister Jose Luis  Rodriguez Zapatero said on Monday he wanted to testify before a  parliamentary commission probing the March 11 train bombings --  an appearance likely to trigger a fierce political debate.,5
NEWS_00564,Rick Perry No Longer Wants To Get Rid Of The Agency He Now Wants To Lead authors,Trump's pick to head the Department of Energy says his 2011 comments do not reflect my current thinking.u201d,2
NEWS_00565,Turkey must strengthen reforms to sustain growth: OECD (AFP),"AFP - Turkey must strengthen market-economy reforms to sustain growth and promote confidence and to attract crucial international investments, the OECD said in a report.",0
NEWS_00566,Nigerian Oil Delta Peace Talks to Resume After Truce (Reuters),"Reuters - Talks between a Nigerian rebel warlord\and the government will resume on Thursday to address rebel\demands for autonomy in the oil-producing Niger Delta following\a truce agreed a day earlier, the rebel leader said.",5
NEWS_00567,Pearl Jam Stops Wrigley Field Show As Eddie Vedder Has Obnoxious Fan Tossed Out authors,Get your finger out of that woman's face!,1
NEWS_00568,Dutch rally against benefit cuts,"More than 150,000 people took to the streets to protest planned cuts to social benefits in what police described as the largest anti-government demonstrations in the Netherlands in 20 years.",2
NEWS_00569,Heart attack causing arthritis drug should be withdrawn,"A new research published by the Lancet suggests that Vioxx, a widely-prescribed arthritis drug withdrawn on safety grounds in September should have been taken off the market several years earlier.",4
NEWS_00570,Philippoussis makes another early exit at Japan Open,"Mark Philippoussis dropped his fifth straight opening match Monday, losing to Tomas Zib of the Czech Republic 6-3, 6-4 in the Japan Open #39;s first round.",3
NEWS_00571,Apple Black Friday Deals That Are Actually Worth Your Time And Money authors,The wait is over.,0
NEWS_00572,Kobe Bryant Accuser #39;s Name to Be Disclosed -Judge,"The young woman who accused basketball star Kobe Bryant of rape must disclose her identity in her civil case against him, a federal judge ruled on Wednesday.",3
NEWS_00573,"PSP  #39;rubbish #39;? Nintendo think so. (PSP, DS)","At least, according to Nintendo President Satoru Iwata it isn #39;t. Whilst talking to journalists in Japan the boss let his feelings loose concerning Sony #39;s foray into the handheld market, stating that the PSP would simply alienate possible new gamers rather",4
NEWS_00574,Injured Ferrero Edged Out by Koubek,"NEW YORK (Reuters) - An injured Juan Carlos Ferrero  suffered his third successive early exit from a grand slam on  Friday when he was beaten 7-6, 4-6, 6-7, 6-2, 6-3, in the  second round of the U.S. Open by Austria's Stefan Koubek.",3
NEWS_00575,"Eagles 30, Lions 13","Whether Donovan McNabb is eluding 300-pound linemen in a stadium or dragging designer luggage away from it, he is the picture of cool.",3
NEWS_00576,Nobody Beats the Wiz,"Davy Arnaud scores two goals to lead Kansas City to a 2-0 victory Friday night over the Los Angeles Galaxy, putting the Wizards in Major League Soccer's championship game.",3
NEWS_00577,Valencia and Barca Set the Pace,"Valencia and Barcelona are the front-runners in Primera Liga after an easy win each today. Champions Valencia, coached by Claudio Ranieri, dispatched Racing Santander 2-0 with goals from Vicente Rodriguez and Stefano Fiore.",3
NEWS_00578,NFL Player Ryan Broyles Lives On $60K-A-Year Budget authors,When I come to work I don't think about the money man,0
NEWS_00579,Manchester United Football Club confirm bid,The Reds have announced the news following intense speculation that American sports tycoon Malcolm Glazer was ready to significantly increase his stake in the club.,3
NEWS_00580,FEC May Regulate Web Political Activity,"With political fund raising, campaign advertising and organizing taking place in full swing over the Internet, it may just be a matter of time before the Federal Election Commission joins the action.",2
NEWS_00581,What Millennials Don't Know About Voting authors,My daughter turned 18 in July so the upcoming election is the first time she will be able to vote. She is a budding social,2
NEWS_00582,Sara Bareilles Josh Groban To Co-Host The Tony Awards authors,Broadway's biggest night just got even bigger.,1
NEWS_00583,Hillary Clinton Calls Out Donald Trump's 'Penchant For Sexism' authors,His bigotry his bluster his bullying have become his campaign.,2
NEWS_00584,EADS Co-Chief Exec Hertrich to Step Down,"The co-chief executive of the European Aeronautic Defence and Space Co., Rainer Hertrich, will leave his position in 2005 when his contract expires, a company spokesman said Sunday.",0
NEWS_00585,Justice Department Drops Felony Charges Against 129 Trump Inauguration Defendants authors,But 59 other #J20 protesters will face trial.,2
NEWS_00586,Pompey frustrate Liverpool boss Benitez,The Spaniard saw Portsmouth snatch an injury-time equaliser on Tuesday night to frustrate Liverpool who had been hoping for a win after Saturday #39;s derby defeat to Everton.,3
NEWS_00587,Even Liberal Enclaves Are Susceptible To Hate authors,Places like Portland have much to learn from this tragedy.,2
NEWS_00588,HOPKINS SETS THE PACE,"John Hopkins caused a surprise by claiming provisional pole position this morning for the Japanese Grand Prix at Motegi. The Suzuki rider, who has endured a mediocre season so far, stole the limelight from",3
NEWS_00589,Head of MI5 warns business to guard against terrorism,"The head of Britain #39;s security services has called on business to play a greater role in combating the threat of terrorism. Eliza Manningham-Buller, the",2
NEWS_00590,"U.S., France on Top in Davis Cup Semis","LONDON (Reuters) - Andy Roddick cracked a 155 mph delivery,  two mph quicker than his own fastest serve record, to help push  the U.S. into a 2-0 lead over Belarus in their Davis Cup  semifinal on Friday.",3
NEWS_00591,Martin Luther King's Leadership Lessons authors,Dr. Martin Luther King Jr. was a leader who like Mahatma Gandhi before him and Nelson Mandela after him showed us the way from weakness and division to strength in unity.,2
NEWS_00592,The boys from Bentonville feel the need to be loved,"Lee Scott Jr., the chief executive of Wal-Mart Stores, was speaking the other day about old times at the company #39;s headquarters in Bentonville, Arkansas.",0
NEWS_00593,Sony and Nvidia Develop,"Sony Computer Entertainment Inc. and NVIDIA Corporation today announced that the companies have been collaborating to develop the graphics processing unit for the Playstation 3. In the future, the experience",4
NEWS_00594,More Archie Comics TV Shows Are In The Works authors,And a Sabrina the Teenage Witch spin-off could be next.,1
NEWS_00595,Ward KOs 8-year drought,It #39;s been eight years since a US boxer stood on an Olympic .podium to receive a gold medal. It #39;s been six years since Andre Ward lost a fight.,3
NEWS_00596,Trump Signs Bill Making It Easier For Employers To Hide Workplace Injuries authors,Republicans just repealed a major safety regulation issued by former President Barack Obama.,2
NEWS_00597,Gymnastics #39; pettiness is all-around,"ATHENS, Greece -- If international gymnastics is a brick house, the mortar holding it together is a conglomerate of finger-pointing, dubious judging, scandal, complaining and bald-faced weeping.",3
NEWS_00598,Group: Israel Violating International Law (AP),"AP - Israel has violated international law by systematically destroying Palestinian homes in the Gaza Strip town of Rafah in a bid to create a buffer zone along the border with Egypt, according to a human rights report released Monday.",5
NEWS_00599,It\u2019s Time For Democrats To Get Off The Trump Train authors,We have all spent a lot of time and energy reacting to Donald Trump for far too long. We have allowed this man and the u201calt,2
